0.49 2.04 2.99 3.48 3.68 3.82 3.97 4.40 5.21 5.86 6.29 6.50 7.60 7.98 8.60 8.77 0.00 9.31
0.49 2.04 2.99 3.48 3.68 3.82 3.97 4.40 5.21 5.86 6.29 6.50 7.60 7.98 8.60 8.77 0.00 9.31
