3 4 5 6 9 1 12 7 
3 4 5 6 9 1 12 7 
1 7 8 10 11 3 4 5 
13 3 4 5 6 18 9 1 
11 2 1 10 8 7 15 3 
2 1 11 10 14 7 8 3 
3 4 5 6 9 18 13 12 
1 3 4 5 6 9 12 7 
13 18 3 4 5 6 23 9 
14 2 13 28 29 1 11 10 
10 11 8 7 1 15 16 9 
2 11 10 1 8 7 15 35 
2 11 10 1 8 7 15 14 
13 18 14 2 3 4 5 6 
2 14 1 11 28 29 36 37 
13 14 18 2 3 4 5 6 
13 18 14 2 3 4 5 6 
2 11 1 10 8 14 7 35 
3 4 5 6 9 12 17 1 
11 10 8 7 1 15 2 16 
14 13 2 28 29 18 1 3 
11 10 8 7 1 2 15 35 
11 10 2 8 1 7 15 35 
2 11 10 1 8 7 15 35 
7 8 10 11 1 15 16 9 
2 11 10 1 8 7 35 15 
20 21 3 4 5 6 18 23 
7 8 10 11 1 15 16 9 
10 11 8 7 1 15 16 9 
11 10 8 7 1 15 2 16 
2 14 36 37 11 40 1 35 
13 18 14 46 42 45 23 2 
18 23 13 20 21 3 4 5 
8 7 10 11 1 15 16 9 
14 2 28 29 13 40 36 37 
13 14 2 18 28 29 46 3 
13 14 18 2 46 28 29 42 
13 18 42 23 46 45 14 3 
3 4 5 6 9 12 20 21 
12 9 3 4 5 6 17 16 
11 10 8 7 15 1 16 22 
11 10 8 7 2 15 1 35 
2 14 36 37 11 35 10 1 
18 13 23 27 30 33 20 42 
11 10 8 15 7 1 2 16 
14 2 28 29 40 36 37 13 
13 18 23 42 27 30 3 4 
18 13 23 42 27 30 45 33 
8 10 7 11 15 1 16 22 
14 13 28 29 2 18 46 1 
11 10 15 8 7 1 2 43 
8 7 10 11 15 16 1 19 
11 10 15 8 7 1 16 22 
2 11 10 8 7 1 35 15 
10 15 11 8 7 1 16 22 
11 10 15 2 8 7 1 35 
2 14 40 36 37 28 29 44 
13 18 46 42 14 45 23 27 
20 21 32 3 4 5 6 23 
2 35 11 36 37 10 1 8 
14 13 28 29 2 40 18 52 
13 18 14 46 42 2 45 28 
18 23 27 30 20 33 21 34 
8 7 16 10 15 11 19 1 
2 36 37 35 40 14 44 11 
18 23 27 30 13 33 42 34 
2 14 36 37 40 44 35 28 
18 13 42 23 45 27 30 33 
11 10 15 8 7 1 2 35 
14 28 29 2 40 36 37 44 
18 13 23 42 27 30 45 33 
18 23 20 27 30 21 33 34 
20 21 32 27 3 4 5 6 
16 8 15 7 10 22 11 24 
15 8 10 7 11 16 22 24 
11 15 10 8 7 1 43 38 
11 10 15 35 8 2 7 1 
11 35 10 2 15 8 7 1 
11 35 2 10 15 8 7 1 
2 35 11 10 15 8 36 37 
35 2 11 36 37 10 48 15 
2 14 36 37 40 44 28 29 
13 18 46 14 42 45 23 28 
2 36 37 35 40 44 14 11 
15 11 10 8 7 38 39 22 
18 13 42 45 23 46 27 30 
18 23 27 30 33 34 20 21 
36 37 40 2 44 14 35 49 
18 23 42 13 45 27 30 33 
18 23 27 42 30 33 34 45 
23 20 21 27 30 33 18 34 
16 19 17 24 25 22 12 7 
15 16 22 24 25 8 26 31 
14 28 29 13 2 40 52 49 
18 23 27 30 33 34 42 20 
18 42 23 45 27 30 13 33 
15 10 11 8 7 22 24 25 
20 21 32 27 33 34 23 30 
20 21 32 12 3 4 5 6 
36 37 40 2 44 35 14 48 
18 23 42 27 30 45 33 34 
23 27 30 18 33 34 20 21 
35 36 37 2 40 44 48 55 
20 21 23 27 30 33 34 32 
36 37 40 2 44 35 14 49 
40 14 36 37 28 29 44 2 
18 23 27 30 33 34 20 21 
32 20 21 12 47 9 3 4 
16 19 17 24 25 22 26 31 
15 22 26 24 25 31 38 39 
15 11 38 39 10 43 22 8 
15 11 10 43 8 38 39 7 
35 36 37 48 2 40 44 55 
40 36 37 44 14 2 28 29 
18 42 45 13 23 46 50 30 
23 27 30 33 34 20 21 18 
15 22 24 25 26 31 16 38 
14 28 29 40 44 36 37 49 
18 42 23 45 30 27 33 34 
20 21 32 27 34 33 30 23 
19 16 17 24 25 22 41 26 
32 20 21 47 34 33 27 30 
22 24 25 16 26 31 15 19 
22 24 25 15 26 31 16 19 
15 38 39 43 11 10 22 8 
14 28 29 13 2 52 40 54 
23 27 20 21 30 33 34 32 
20 21 27 33 34 30 23 32 
