# Proxy-id lon lat nevents min(t) max(t) event1 event2 ..
# (c)2010 lemmen, created 11-Jan-2010 23:28:14 by program calc_event_series.m (11-Jan-2010 13:06:59)
0001 -153.40  62.33   2   0.089  10.831   7.578   8.424
0003 -120.00  40.00   2   0.228  11.789  10.234  11.253
0004 -118.17  37.43  10   0.001   7.962   0.241   1.571   1.691   3.072   3.952   4.272   6.832   7.442   7.892   7.952
0005 -118.02  53.58   3   0.000   8.000   2.156   3.784   8.000
0006 -115.00  32.00   1   0.039   6.898   2.794
0007  -98.16  46.86   3   0.024  11.094   0.950   2.722   3.009
0008  -93.83  44.22   4   0.065  11.884   0.065   2.609   4.061   4.545
0009  -93.40  44.58   4   0.054  11.768   3.893   5.018   6.536   7.268
0010  -92.40  43.73   3   0.000   8.517   5.718   7.579   8.060
0011  -91.97  43.47   4   0.012   7.776   3.646   4.070   4.337   4.598
0012  -89.50  16.55   6   0.064   8.092   1.895   2.825   4.612   4.726   5.069   7.980
0013  -89.50  16.55   8   0.008   9.996   2.081   3.882   4.483   5.112   5.569   6.828   7.652   9.684
0014  -89.50  16.55  10   0.049  10.064   0.826   1.667   1.924   2.524   2.839   3.382   4.297   7.081   7.287   9.967
0016  -89.00  19.00   3   0.007   8.189   0.955   7.429   8.005
0017  -89.00  19.00   6   0.007   8.189   0.107   1.696   2.435   2.641   2.929   8.005
0018  -84.80  10.60   3   4.936   8.807   7.227   7.733   8.077
0019  -79.47  48.52   4   0.044   7.267   0.111   1.244   1.467   5.300
0020  -79.23  -2.77   4   0.097  10.446   0.799   1.239   1.584   4.843
0021  -79.23  49.50   4   0.044   7.600   2.422   2.511   3.044   4.744
0022  -79.00  -2.40  10   0.000  11.995   0.625   0.975   1.255   1.585   2.290   2.590   2.705   3.460   7.120   8.930
0023  -77.62  -9.12   3   0.000  12.000   0.100   0.400  11.900
0024  -74.45 -41.00   5   0.097   7.689   2.228   2.622   4.669   6.791   6.967
0025  -74.40 -41.00   2   0.021   7.746   0.021   5.428
0026  -73.06  18.25   3   0.000  10.300   7.973   8.521   9.988
0027  -73.00  44.00   3   0.000  12.000   0.000   0.100   0.200
0029  -68.90 -18.10   4   0.050  11.950   2.350   3.950   4.550   5.450
0030  -68.90 -18.10   5   0.050  11.950   1.550   2.350   3.350   5.150  11.750
0031  -67.40  10.10   6   0.001   8.449   1.405   2.069   2.249   5.303   6.913   7.623
